client_id,company_name,industry,company_size,annual_revenue,headquarters_country,contact_email,phone,website,acquisition_channel,risk_score,monthly_retainer,client_since
CLIENT_000375,Company 376,Manufacturing,Enterprise,42650768579.771065,UK,contact375@company375.com,+1-790-383-8755,https://company375.com,LinkedIn,0.5878739233977037,101990.01485627351,2022-10-06
CLIENT_000376,Company 377,E-commerce,Mid-market,-646834812.9255291,UK,contact376@company376.com,+1-440-339-7472,https://company376.com,Conference,0.8368739054223993,79060.79514990053,2024-11-13
CLIENT_000377,Company 378,Technology,Startup,-194297876.55220503,Australia,contact377@company377.com,+1-569-264-3562,https://company377.com,Cold Outreach,0.7466307051435719,-2192.749284249401,2021-08-12
CLIENT_000378,Company 379,Manufacturing,Enterprise,32217564302.52231,Germany,contact378@company378.com,+1-644-130-9376,https://company378.com,Referral,0.6712845518736147,107003.24114142537,2023-10-02
CLIENT_000379,Company 380,Financial Services,Startup,-2248952922.890618,Australia,contact379@company379.com,+1-808-760-1757,https://company379.com,Cold Outreach,0.9444940567403638,4718.069165604287,2023-10-29
CLIENT_000380,Company 381,Financial Services,Mid-market,-574238945.0763772,Germany,contact380@company380.com,+1-871-455-3142,https://company380.com,LinkedIn,0.4872864711286567,85028.70600459613,2023-07-24
CLIENT_000381,Company 382,Education,Mid-market,609020565.3800391,France,contact381@company381.com,+1-507-607-5903,https://company381.com,Website,0.6228352784972239,63302.62272876168,2021-11-26
CLIENT_000382,Company 383,Healthcare,SMB,1186311254.4217207,USA,contact382@company382.com,+1-453-499-4314,https://company382.com,Cold Outreach,0.4597818234273077,74.89013124951634,2024-04-18
CLIENT_000383,Company 384,E-commerce,Enterprise,11679249545.630548,USA,contact383@company383.com,+1-913-303-6440,https://company383.com,Website,0.9151031640713865,98833.71996432604,2021-10-21
CLIENT_000384,Company 385,Financial Services,Startup,-606545799.1206855,France,contact384@company384.com,+1-418-960-2981,https://company384.com,Referral,1.019414518266435,8045.763013842989,2025-02-12
CLIENT_000385,Company 386,E-commerce,Enterprise,43576606679.68315,USA,contact385@company385.com,+1-631-261-5646,https://company385.com,Partner,0.7193909087603362,103763.95678268379,2022-01-19
CLIENT_000386,Company 387,Technology,Startup,1542074627.1968904,Germany,contact386@company386.com,+1-203-854-9947,https://company386.com,Cold Outreach,0.6678452309386319,4757.5716871597,2024-11-13
CLIENT_000387,Company 388,Technology,Enterprise,42499496039.36162,Canada,contact387@company387.com,+1-761-676-9251,https://company387.com,Referral,0.3473636126479455,98563.21512092343,2025-03-16
CLIENT_000388,Company 389,Technology,Mid-market,771205027.6279056,Canada,contact388@company388.com,+1-618-302-5690,https://company388.com,Conference,0.8403543155178185,106352.6985353299,2022-09-26
CLIENT_000389,Company 390,Technology,Enterprise,34040741833.92525,Canada,contact389@company389.com,+1-426-582-1873,https://company389.com,Cold Outreach,0.4584658125131388,96768.1013906933,2021-09-07
CLIENT_000390,Company 391,Manufacturing,SMB,-2423925016.0786343,Australia,contact390@company390.com,+1-357-853-7285,https://company390.com,Referral,0.23575739332217022,12513.157994461139,2024-02-13
CLIENT_000391,Company 392,Healthcare,Enterprise,13001978878.994831,Australia,contact391@company391.com,+1-684-609-8595,https://company391.com,Conference,0.34789183966709114,94613.26141937627,2022-11-25
CLIENT_000392,Company 393,Healthcare,Mid-market,267546121.975006,Germany,contact392@company392.com,+1-922-384-1885,https://company392.com,Partner,0.3894786078918988,17015.281474470605,2023-07-22
CLIENT_000393,Company 394,Technology,Startup,-720901800.0005019,Germany,contact393@company393.com,+1-520-969-3537,https://company393.com,Website,0.16546991195632843,2512.570278794249,2024-08-16
CLIENT_000394,Company 395,Technology,SMB,-263971959.07175392,Australia,contact394@company394.com,+1-805-316-3846,https://company394.com,Website,0.43732806227570853,9265.813828735034,2021-11-09
CLIENT_000395,Company 396,Financial Services,Startup,782989326.9149714,UK,contact395@company395.com,+1-444-140-6635,https://company395.com,Referral,0.5862202975025341,10449.718932631436,2021-10-02
CLIENT_000396,Company 397,E-commerce,Enterprise,32466661270.071186,Canada,contact396@company396.com,+1-441-906-4856,https://company396.com,LinkedIn,0.7637002109822901,103200.61596670473,2023-08-05
CLIENT_000397,Company 398,Financial Services,Startup,-855770131.8574759,Germany,contact397@company397.com,+1-548-614-5771,https://company397.com,Website,0.46691323468100404,12069.380964052814,2023-01-21
CLIENT_000398,Company 399,Technology,Mid-market,1241182787.102588,UK,contact398@company398.com,+1-991-734-8667,https://company398.com,Website,0.5728509621463284,56124.85455218612,2024-10-16
CLIENT_000399,Company 400,Manufacturing,Mid-market,-593325866.2729661,Germany,contact399@company399.com,+1-654-872-9231,https://company399.com,Partner,0.944203694363629,39310.85372672256,2022-11-16
CLIENT_000400,Company 401,Financial Services,Startup,663249359.3532706,Australia,contact400@company400.com,+1-490-200-8408,https://company400.com,Website,0.6540887567302571,11282.395306059316,2024-05-08
CLIENT_000401,Company 402,Technology,Startup,-547197719.8675995,Germany,contact401@company401.com,+1-644-941-6217,https://company401.com,Partner,0.8324273939776712,2181.307625021789,2021-09-25
CLIENT_000402,Company 403,Manufacturing,Startup,304998066.702968,Canada,contact402@company402.com,+1-386-281-4071,https://company402.com,Partner,0.24290424020162432,6337.270904014364,2023-03-26
CLIENT_000403,Company 404,Financial Services,Enterprise,5917681353.808897,Australia,contact403@company403.com,+1-425-963-9396,https://company403.com,LinkedIn,0.8909082732641118,104290.11840986607,2022-01-18
CLIENT_000404,Company 405,Financial Services,SMB,1276999436.1981938,UK,contact404@company404.com,+1-705-211-9465,https://company404.com,Cold Outreach,0.9227312357322656,860.367228150285,2025-01-25
CLIENT_000405,Company 406,Technology,Enterprise,12650993315.852549,Canada,contact405@company405.com,+1-314-997-1250,https://company405.com,Conference,0.17173210052583046,100142.06285597042,2022-05-07
CLIENT_000406,Company 407,Healthcare,Startup,1515665594.7996936,Canada,contact406@company406.com,+1-341-328-9823,https://company406.com,Website,0.34652978068822293,6278.184055878739,2022-11-05
CLIENT_000407,Company 408,Healthcare,SMB,-888583916.2828695,USA,contact407@company407.com,+1-408-478-2740,https://company407.com,Referral,0.45734353053837234,12151.566064716668,2022-04-01
CLIENT_000408,Company 409,Education,Startup,291428878.1498761,France,contact408@company408.com,+1-308-214-3511,https://company408.com,Cold Outreach,0.40739987639798797,-1749.8878400957747,2023-09-09
CLIENT_000409,Company 410,E-commerce,SMB,-416182087.5998181,Canada,contact409@company409.com,+1-341-125-7071,https://company409.com,Conference,0.1320710106593308,-367.0111061377429,2021-11-15
CLIENT_000410,Company 411,Manufacturing,Startup,2246113361.4226885,Australia,contact410@company410.com,+1-875-550-5799,https://company410.com,LinkedIn,0.5028471812722687,2694.2538620867736,2024-06-21
CLIENT_000411,Company 412,Technology,SMB,-223225701.44610476,UK,contact411@company411.com,+1-300-777-4000,https://company411.com,Partner,0.6934261144979873,751.065383569422,2024-03-18
CLIENT_000412,Company 413,Technology,Mid-market,257266406.7627191,USA,contact412@company412.com,+1-501-852-4058,https://company412.com,Cold Outreach,0.6237943402905763,99798.08364031394,2024-07-22
CLIENT_000413,Company 414,Financial Services,Mid-market,1827644127.3696373,Australia,contact413@company413.com,+1-275-431-8654,https://company413.com,Cold Outreach,0.4944673699897632,99274.91833067332,2021-09-12
CLIENT_000414,Company 415,Manufacturing,SMB,452917211.9327046,Australia,contact414@company414.com,+1-579-885-2796,https://company414.com,Cold Outreach,0.19604692992005995,12763.104683386695,2023-12-26
CLIENT_000415,Company 416,Financial Services,Enterprise,20921019264.470913,UK,contact415@company415.com,+1-714-261-4063,https://company415.com,Referral,0.4305210225924355,98711.51907888663,2023-11-14
CLIENT_000416,Company 417,Manufacturing,Enterprise,33341860734.434967,France,contact416@company416.com,+1-864-507-8683,https://company416.com,Cold Outreach,0.5470615308313652,102243.10553165499,2023-09-28
CLIENT_000417,Company 418,Healthcare,Startup,286425358.37414706,UK,contact417@company417.com,+1-519-985-3556,https://company417.com,Referral,0.8818436830882456,-526.7481234242268,2022-07-15
CLIENT_000418,Company 419,E-commerce,Startup,-256478786.929146,France,contact418@company418.com,+1-329-871-8921,https://company418.com,Referral,0.4656375183642186,8041.341985860095,2022-12-27
CLIENT_000419,Company 420,Financial Services,SMB,-224672833.5021945,Canada,contact419@company419.com,+1-204-624-4051,https://company419.com,Referral,0.9368935024726324,8312.692712872464,2022-11-25
CLIENT_000420,Company 421,Financial Services,Mid-market,-253076339.5371644,Australia,contact420@company420.com,+1-632-230-2797,https://company420.com,Cold Outreach,0.47211033899001487,4206.439103571926,2022-10-21
CLIENT_000421,Company 422,Education,Mid-market,-1124049936.8613098,USA,contact421@company421.com,+1-616-645-2334,https://company421.com,Cold Outreach,0.526304015826538,36677.24714902741,2024-07-28
CLIENT_000422,Company 423,Financial Services,Mid-market,597216875.3073199,Australia,contact422@company422.com,+1-771-736-2171,https://company422.com,Website,0.110381336164174,41136.341985210194,2021-06-28
CLIENT_000423,Company 424,Technology,Enterprise,37563379477.94969,UK,contact423@company423.com,+1-416-952-9539,https://company423.com,Partner,0.2838362261304005,108188.8411872108,2021-07-20
CLIENT_000424,Company 425,Technology,Mid-market,1738796636.317982,UK,contact424@company424.com,+1-546-130-8432,https://company424.com,Referral,0.8282565217222029,22595.55289710445,2024-02-20
CLIENT_000425,Company 426,Technology,SMB,-2072054190.2861114,France,contact425@company425.com,+1-533-958-9410,https://company425.com,Cold Outreach,0.226853824904764,12154.590043397511,2024-04-13
CLIENT_000426,Company 427,E-commerce,Enterprise,16804530489.679691,Australia,contact426@company426.com,+1-836-241-7158,https://company426.com,Partner,0.5838356648302312,102625.24150041759,2021-12-27
CLIENT_000427,Company 428,Financial Services,SMB,722085626.9320427,USA,contact427@company427.com,+1-355-192-8590,https://company427.com,Conference,0.6842240963516911,8144.484630041616,2024-10-03
CLIENT_000428,Company 429,Financial Services,Startup,2281702268.5059958,UK,contact428@company428.com,+1-342-525-6521,https://company428.com,Referral,0.41687561219102953,4373.864305237058,2021-11-21
CLIENT_000429,Company 430,Healthcare,SMB,-2169262337.4075665,Canada,contact429@company429.com,+1-746-277-8453,https://company429.com,Conference,0.1838392298621208,3955.423024497257,2022-07-30
CLIENT_000430,Company 431,Education,SMB,350544657.6645356,Canada,contact430@company430.com,+1-309-601-3316,https://company430.com,Website,0.21655263927882576,14973.026656509883,2024-02-14
CLIENT_000431,Company 432,Manufacturing,Enterprise,14925532287.955017,UK,contact431@company431.com,+1-207-528-1147,https://company431.com,LinkedIn,0.31913619595837595,91231.20892058054,2022-03-18
CLIENT_000432,Company 433,E-commerce,Mid-market,2002810544.8654974,Canada,contact432@company432.com,+1-781-360-3229,https://company432.com,Website,0.29458201317896693,30924.90443592889,2025-02-04
CLIENT_000433,Company 434,Financial Services,Startup,-2693999373.239833,Germany,contact433@company433.com,+1-537-686-1133,https://company433.com,Referral,0.8895725371077227,4986.259313778945,2021-07-01
CLIENT_000434,Company 435,Technology,Mid-market,-364366323.45439917,France,contact434@company434.com,+1-541-269-8343,https://company434.com,Cold Outreach,0.7216802871991949,97018.11771079697,2023-02-01
CLIENT_000435,Company 436,Manufacturing,Startup,-44886119.843289524,Germany,contact435@company435.com,+1-866-832-8989,https://company435.com,Partner,0.7256727281106482,2227.514310879744,2021-11-17
CLIENT_000436,Company 437,Manufacturing,SMB,755891420.3270311,Australia,contact436@company436.com,+1-206-586-4543,https://company436.com,Partner,0.5529482554348812,2463.2772425886633,2024-06-23
CLIENT_000437,Company 438,Manufacturing,Enterprise,37999618006.15304,UK,contact437@company437.com,+1-482-257-9195,https://company437.com,Cold Outreach,0.2576318700883367,105056.15579444355,2023-02-21
CLIENT_000438,Company 439,Technology,SMB,-999600159.8717661,Australia,contact438@company438.com,+1-961-540-7171,https://company438.com,Website,0.25447660493373364,3550.6231551249093,2022-04-28
CLIENT_000439,Company 440,Technology,Enterprise,6704189229.22248,Australia,contact439@company439.com,+1-741-662-6336,https://company439.com,Partner,0.8755064710577282,105592.38360336672,2021-08-13
CLIENT_000440,Company 441,Education,Enterprise,797660140.1006098,Australia,contact440@company440.com,+1-346-282-5982,https://company440.com,LinkedIn,0.44162282528317764,99830.0798778069,2023-09-01
CLIENT_000441,Company 442,E-commerce,Startup,-891879861.5322182,Canada,contact441@company441.com,+1-997-889-7091,https://company441.com,LinkedIn,0.8369261897484728,8688.389333400733,2022-10-19
CLIENT_000442,Company 443,Financial Services,Startup,208208017.9021579,Canada,contact442@company442.com,+1-658-621-3822,https://company442.com,Conference,0.4637613068001071,-40.866927890559055,2023-11-29
CLIENT_000443,Company 444,Technology,Mid-market,507997036.42796624,France,contact443@company443.com,+1-232-758-9095,https://company443.com,Conference,0.6706768279517513,48780.64029116514,2023-02-22
CLIENT_000444,Company 445,Healthcare,SMB,1241661471.8685591,USA,contact444@company444.com,+1-515-275-2652,https://company444.com,Referral,0.4854871985840252,-1256.4583334714926,2024-03-03
CLIENT_000445,Company 446,E-commerce,Enterprise,47203531781.84685,UK,contact445@company445.com,+1-503-858-1544,https://company445.com,Partner,0.8168979997708572,99242.42380675695,2022-08-13
CLIENT_000446,Company 447,Manufacturing,Enterprise,11103604390.201889,USA,contact446@company446.com,+1-673-508-2409,https://company446.com,Cold Outreach,0.29386801153575726,97334.78056370391,2022-10-21
CLIENT_000447,Company 448,E-commerce,Enterprise,39647252874.83272,France,contact447@company447.com,+1-317-171-1277,https://company447.com,Referral,0.8571604740188962,101172.83383740732,2024-12-02
CLIENT_000448,Company 449,Technology,Startup,-1126148643.6770234,Canada,contact448@company448.com,+1-717-563-8877,https://company448.com,Referral,0.9835790012305868,967.9424143723677,2021-10-22
CLIENT_000449,Company 450,E-commerce,Enterprise,20787518637.40928,USA,contact449@company449.com,+1-548-274-7987,https://company449.com,LinkedIn,0.8177219292002973,100290.30994496611,2025-01-06
CLIENT_000450,Company 451,Healthcare,Mid-market,-938629898.6404188,UK,contact450@company450.com,+1-812-959-6682,https://company450.com,Website,0.6827048480710722,61499.178143618345,2023-04-28
CLIENT_000451,Company 452,Financial Services,SMB,-363411819.5989035,UK,contact451@company451.com,+1-584-386-8846,https://company451.com,LinkedIn,0.4622801568655003,182.61375046606736,2023-06-21
CLIENT_000452,Company 453,Financial Services,Mid-market,2199115463.540982,Germany,contact452@company452.com,+1-228-661-7342,https://company452.com,Cold Outreach,0.954081262484398,21721.588826729672,2024-12-23
CLIENT_000453,Company 454,Financial Services,SMB,244000313.09431732,Australia,contact453@company453.com,+1-353-605-8728,https://company453.com,Partner,0.5911988370176273,6031.165765775057,2023-08-06
CLIENT_000454,Company 455,Education,Enterprise,21794509606.01247,Australia,contact454@company454.com,+1-713-652-1766,https://company454.com,Website,0.2800196065999924,105040.06479297424,2021-09-28
CLIENT_000455,Company 456,Manufacturing,Startup,509286783.7594378,Canada,contact455@company455.com,+1-364-792-7021,https://company455.com,Referral,0.7493479005729707,4005.3333636072534,2024-07-13
CLIENT_000456,Company 457,Financial Services,Enterprise,27907011420.693996,Germany,contact456@company456.com,+1-327-434-6758,https://company456.com,Referral,0.28177370615278935,94196.75503655043,2023-11-27
CLIENT_000457,Company 458,E-commerce,Enterprise,734468208.2568297,France,contact457@company457.com,+1-237-512-1076,https://company457.com,LinkedIn,0.7066029712282166,96695.67938746134,2024-11-19
CLIENT_000458,Company 459,Financial Services,SMB,987159874.9997504,USA,contact458@company458.com,+1-333-870-4393,https://company458.com,Cold Outreach,0.1517438033033875,7442.5790138800385,2024-04-26
CLIENT_000459,Company 460,Technology,Enterprise,29775855314.87785,France,contact459@company459.com,+1-427-767-7370,https://company459.com,Partner,0.2604864732584228,97964.90797943973,2021-10-04
CLIENT_000460,Company 461,Technology,Enterprise,30991023973.015892,USA,contact460@company460.com,+1-771-797-4317,https://company460.com,Conference,0.32461058777552554,104917.65923277407,2024-11-30
CLIENT_000461,Company 462,Manufacturing,Enterprise,10657683798.116463,USA,contact461@company461.com,+1-251-657-8577,https://company461.com,Conference,0.5661019840400254,99565.74069046111,2021-09-02
CLIENT_000462,Company 463,Education,Enterprise,-964349511.9767089,France,contact462@company462.com,+1-272-911-1157,https://company462.com,Referral,0.1795376791171101,99084.59227658635,2023-07-01
CLIENT_000463,Company 464,Manufacturing,Enterprise,10501816118.160875,Germany,contact463@company463.com,+1-221-386-3023,https://company463.com,Cold Outreach,0.8242868104265474,98172.81195013295,2025-02-13
CLIENT_000464,Company 465,Healthcare,Mid-market,612312379.0327902,France,contact464@company464.com,+1-256-879-3516,https://company464.com,Conference,0.6968702225717199,103248.82092347577,2023-04-11
CLIENT_000465,Company 466,Financial Services,Enterprise,13766836067.93019,Germany,contact465@company465.com,+1-844-870-2456,https://company465.com,Conference,0.41309523820856675,91020.88394289793,2023-01-22
CLIENT_000466,Company 467,Education,Startup,1107130237.5508704,France,contact466@company466.com,+1-870-147-2908,https://company466.com,Conference,0.5834425142625548,4882.056814250662,2024-08-07
CLIENT_000467,Company 468,E-commerce,Enterprise,47928912465.20244,France,contact467@company467.com,+1-894-236-9304,https://company467.com,Conference,0.2849507357807406,97679.65586623801,2022-01-22
CLIENT_000468,Company 469,Healthcare,Enterprise,10413971365.20859,France,contact468@company468.com,+1-846-300-4582,https://company468.com,Partner,0.2721343862756817,105043.177544437,2023-02-02
CLIENT_000469,Company 470,Technology,SMB,-1993895319.9426677,Canada,contact469@company469.com,+1-662-446-8307,https://company469.com,Website,0.9764118865663681,7899.30129794081,2022-05-24
CLIENT_000470,Company 471,Healthcare,Mid-market,1408266040.6418996,Australia,contact470@company470.com,+1-531-248-1036,https://company470.com,LinkedIn,0.3927248331949362,96011.13933514341,2022-10-07
CLIENT_000471,Company 472,Education,Startup,2598117014.6398573,Canada,contact471@company471.com,+1-303-872-9105,https://company471.com,Referral,0.49052065267444767,10552.24073601652,2024-03-15
CLIENT_000472,Company 473,Technology,Mid-market,826051359.6502092,Australia,contact472@company472.com,+1-844-862-4727,https://company472.com,Website,0.1917564846261619,14904.494931861758,2022-02-18
CLIENT_000473,Company 474,Education,Enterprise,50684166181.24389,UK,contact473@company473.com,+1-736-811-7168,https://company473.com,Website,0.6040495371007639,102854.29012219947,2023-07-11
CLIENT_000474,Company 475,Technology,Mid-market,102123624.54555047,France,contact474@company474.com,+1-543-957-3374,https://company474.com,Conference,0.5646331045799483,84718.45892037025,2022-12-08
CLIENT_000475,Company 476,Manufacturing,SMB,-774506215.5789167,UK,contact475@company475.com,+1-877-826-6141,https://company475.com,Website,0.818186604429226,14345.086507557595,2022-03-25
CLIENT_000476,Company 477,Healthcare,Enterprise,19063655680.0078,France,contact476@company476.com,+1-702-615-2348,https://company476.com,Website,0.9995171191849614,101082.66916456133,2022-10-15
CLIENT_000477,Company 478,E-commerce,Startup,-2042450332.7782152,Australia,contact477@company477.com,+1-484-346-9051,https://company477.com,Conference,0.5121556105294568,5116.613641962483,2023-01-31
CLIENT_000478,Company 479,Healthcare,Mid-market,51394084.83385297,UK,contact478@company478.com,+1-634-790-7336,https://company478.com,Partner,0.09658516829455482,20937.685323199326,2024-04-26
CLIENT_000479,Company 480,Manufacturing,SMB,1236037789.5170326,Canada,contact479@company479.com,+1-300-922-4576,https://company479.com,LinkedIn,0.6650332297203015,5956.980392979002,2021-07-31
CLIENT_000480,Company 481,Technology,SMB,-1207429267.6618273,Canada,contact480@company480.com,+1-465-670-5612,https://company480.com,Conference,0.8057325438216695,485.9916294234981,2021-11-21
CLIENT_000481,Company 482,Healthcare,SMB,-715889632.4658647,Germany,contact481@company481.com,+1-656-853-9105,https://company481.com,Website,0.3981449016317585,6523.898983377493,2021-10-17
CLIENT_000482,Company 483,Technology,Enterprise,14174480358.89806,USA,contact482@company482.com,+1-965-512-4659,https://company482.com,Referral,0.11486935359983218,100984.46379652883,2021-06-19
CLIENT_000483,Company 484,Healthcare,Mid-market,-554762848.02972,Australia,contact483@company483.com,+1-488-474-9341,https://company483.com,Website,0.5145381343729061,99774.21138592172,2025-03-12
CLIENT_000484,Company 485,Manufacturing,SMB,-539279640.9008055,Australia,contact484@company484.com,+1-401-610-5965,https://company484.com,LinkedIn,0.6344442902162812,9588.321228935423,2022-02-19
CLIENT_000485,Company 486,Technology,SMB,62589548.29798617,UK,contact485@company485.com,+1-549-256-8867,https://company485.com,Website,0.664411893986802,9201.530427932186,2024-01-10
CLIENT_000486,Company 487,Education,Enterprise,47504626409.21308,UK,contact486@company486.com,+1-200-402-9393,https://company486.com,LinkedIn,0.7817800927768653,104019.30213476918,2022-03-19
CLIENT_000487,Company 488,Technology,Startup,-290350021.79421985,France,contact487@company487.com,+1-580-795-9378,https://company487.com,Conference,0.43705149830130247,8050.406453612182,2025-03-31
CLIENT_000488,Company 489,Manufacturing,Startup,-291401356.4903508,UK,contact488@company488.com,+1-518-747-5465,https://company488.com,Website,0.4740045162908546,2644.282394252368,2021-09-15
CLIENT_000489,Company 490,Financial Services,SMB,-142267545.5268655,UK,contact489@company489.com,+1-489-912-2763,https://company489.com,Website,0.5164793332677766,8402.284743014337,2023-10-21
CLIENT_000490,Company 491,Manufacturing,SMB,1895239490.7586646,Germany,contact490@company490.com,+1-662-906-8518,https://company490.com,LinkedIn,0.4748721657623193,1586.4065321839407,2023-07-23
CLIENT_000491,Company 492,Financial Services,Startup,-257444275.29791865,USA,contact491@company491.com,+1-940-818-6845,https://company491.com,Partner,0.961674208480287,6287.3698377750825,2021-08-24
CLIENT_000492,Company 493,Manufacturing,Mid-market,2000264979.3354375,USA,contact492@company492.com,+1-558-748-1511,https://company492.com,Conference,0.3954981765890063,57676.75575379332,2022-05-23
CLIENT_000493,Company 494,Healthcare,Startup,156497566.02068186,Canada,contact493@company493.com,+1-310-543-4535,https://company493.com,Referral,0.8066224977990325,5283.591471516895,2022-10-05
CLIENT_000494,Company 495,Education,Startup,-779805867.6326679,Australia,contact494@company494.com,+1-417-704-3700,https://company494.com,Conference,0.32205112481947007,3085.85476047436,2022-08-31
CLIENT_000495,Company 496,E-commerce,Mid-market,-976917877.3321311,France,contact495@company495.com,+1-306-534-2297,https://company495.com,LinkedIn,0.9515611161975049,20770.29186633064,2023-05-26
CLIENT_000496,Company 497,Financial Services,Mid-market,-790385719.1934178,Australia,contact496@company496.com,+1-803-804-4335,https://company496.com,Cold Outreach,0.14978061780942453,42851.01327950718,2022-03-10
CLIENT_000497,Company 498,Technology,SMB,-133791798.75452685,Australia,contact497@company497.com,+1-951-800-1102,https://company497.com,Partner,0.29661157002888044,6947.707112173306,2023-03-17
CLIENT_000498,Company 499,Manufacturing,Startup,463049543.28944117,Germany,contact498@company498.com,+1-774-623-8887,https://company498.com,Cold Outreach,0.12195099489939906,4936.236883114982,2021-11-11
CLIENT_000499,Company 500,Technology,Startup,-942843665.804964,Australia,contact499@company499.com,+1-745-326-8804,https://company499.com,Website,0.8364956336690375,102.58676600632953,2023-07-29
CLIENT_000500,Company 501,Manufacturing,Startup,-878935834.8496637,USA,contact500@company500.com,+1-291-666-6500,https://company500.com,Referral,0.890606058946953,-2957.2248963995035,2022-05-25
CLIENT_000501,Company 502,E-commerce,Startup,-276625485.62642604,Canada,contact501@company501.com,+1-225-776-8543,https://company501.com,Referral,0.4367830009566439,13179.414457502206,2023-01-05
CLIENT_000502,Company 503,E-commerce,SMB,-531433286.93904537,France,contact502@company502.com,+1-334-632-2972,https://company502.com,LinkedIn,0.8331984596389865,8409.490965865623,2024-04-30
CLIENT_000503,Company 504,Technology,Startup,35306488.74116847,Germany,contact503@company503.com,+1-491-713-9564,https://company503.com,Conference,0.2712822333377178,7145.561723052149,2023-07-29
CLIENT_000504,Company 505,Healthcare,Mid-market,-732787860.3414198,Germany,contact504@company504.com,+1-243-152-5361,https://company504.com,Partner,0.6849886928099878,24813.944424401983,2021-08-10
CLIENT_000505,Company 506,E-commerce,Startup,-793525654.7824754,Germany,contact505@company505.com,+1-289-166-9182,https://company505.com,LinkedIn,0.9394376147574717,10178.10266513496,2022-09-04
CLIENT_000506,Company 507,E-commerce,Startup,-1300575664.8745904,UK,contact506@company506.com,+1-862-846-3649,https://company506.com,Cold Outreach,0.5788386674937448,10323.793838460486,2024-07-26
CLIENT_000507,Company 508,Technology,SMB,-1139450564.0136585,France,contact507@company507.com,+1-907-743-8087,https://company507.com,Conference,0.8506163919243572,3616.1091392474277,2024-09-09
CLIENT_000508,Company 509,Manufacturing,SMB,-39910632.849593185,France,contact508@company508.com,+1-807-651-2930,https://company508.com,Cold Outreach,0.8468863463265413,11470.957505493227,2021-08-23
CLIENT_000509,Company 510,Financial Services,Startup,2073936124.1488812,Canada,contact509@company509.com,+1-565-449-6559,https://company509.com,Partner,0.5320158827376739,-2439.692681557429,2022-01-16
CLIENT_000510,Company 511,Manufacturing,Startup,1183051622.938202,France,contact510@company510.com,+1-768-132-6617,https://company510.com,Referral,0.7040011106745903,104.35973301747981,2023-05-28
CLIENT_000511,Company 512,E-commerce,Enterprise,3947233668.20899,Germany,contact511@company511.com,+1-338-825-3359,https://company511.com,Website,0.7933276800587629,98705.16919078876,2021-11-26
CLIENT_000512,Company 513,Healthcare,Enterprise,39652886350.49429,UK,contact512@company512.com,+1-971-692-4415,https://company512.com,Website,0.8435403416100281,101258.68767503937,2023-09-07
CLIENT_000513,Company 514,Manufacturing,Startup,-768232943.0463754,Germany,contact513@company513.com,+1-302-524-9898,https://company513.com,Website,0.6878898464745696,8134.245155711383,2022-01-03
CLIENT_000514,Company 515,E-commerce,Enterprise,44784303400.699585,UK,contact514@company514.com,+1-866-871-2230,https://company514.com,Referral,0.5555710867787544,102229.73206727598,2024-12-27
CLIENT_000515,Company 516,Technology,Startup,-1882216795.6245396,Germany,contact515@company515.com,+1-575-455-1217,https://company515.com,LinkedIn,0.5034083149690108,10563.021382316598,2022-06-20
CLIENT_000516,Company 517,Manufacturing,Mid-market,866358247.3712336,Germany,contact516@company516.com,+1-447-547-5132,https://company516.com,Website,0.49915744443126814,29902.1828630553,2022-09-27
CLIENT_000517,Company 518,Education,Enterprise,45685878727.926575,UK,contact517@company517.com,+1-836-531-9891,https://company517.com,Website,0.5613316291838152,103250.31512484365,2023-02-21
CLIENT_000518,Company 519,E-commerce,Startup,-339748927.99998885,Canada,contact518@company518.com,+1-781-232-8282,https://company518.com,Partner,1.0121178649035187,4943.780416863739,2023-04-12
CLIENT_000519,Company 520,Education,Mid-market,1374503197.4157495,USA,contact519@company519.com,+1-374-625-3214,https://company519.com,LinkedIn,0.8129038609859257,58551.98587938247,2021-11-21
CLIENT_000520,Company 521,Manufacturing,Startup,894353097.6277611,France,contact520@company520.com,+1-625-107-6649,https://company520.com,Cold Outreach,0.20976662564865922,6659.568364155864,2022-02-27
CLIENT_000521,Company 522,E-commerce,Mid-market,-1284956119.8584428,Australia,contact521@company521.com,+1-674-812-3116,https://company521.com,Website,0.6000990572457173,45858.54709330666,2021-07-18
CLIENT_000522,Company 523,Technology,Startup,-2537226459.214215,UK,contact522@company522.com,+1-748-500-9039,https://company522.com,LinkedIn,0.3618163550278653,3354.3847235368157,2023-07-24
CLIENT_000523,Company 524,E-commerce,Mid-market,-1532212570.9022436,Australia,contact523@company523.com,+1-660-842-3767,https://company523.com,Website,0.7103629108902467,94524.75867419424,2021-10-07
CLIENT_000524,Company 525,Financial Services,Startup,-3171246666.6759133,USA,contact524@company524.com,+1-560-196-4024,https://company524.com,Website,0.7389033472945973,4221.984828755804,2024-03-09
CLIENT_000525,Company 526,Education,Startup,-102057577.95391968,France,contact525@company525.com,+1-750-725-6987,https://company525.com,LinkedIn,0.2141907388476519,11302.291845241465,2023-07-10
CLIENT_000526,Company 527,E-commerce,SMB,1274200691.852677,Germany,contact526@company526.com,+1-373-484-1184,https://company526.com,Cold Outreach,0.37959483568738744,6022.29623290728,2022-12-10
