project_id,client_id,project_name,project_type,tech_stack,project_status,priority,start_date,planned_end_date,actual_end_date,budget_original,budget_current,hours_estimated,hours_actual,team_size,complexity_score
PROJECT_002626,CLIENT_002626,Data Analytics Platform Project 2627,Data Analytics Platform,Java/Spring/Oracle,Development,Critical,2024-12-02,2025-06-22,,71392.11021919742,65048.37306369556,652.7101875343375,507.6786758285742,3.0308117704008195,3.682389115318311
PROJECT_002627,CLIENT_002627,API Development Project 2628,API Development,Python/Django/MySQL,Completed,Medium,2023-08-23,2024-04-17,2024-04-08,66959.99472266196,75292.09889094278,736.2512285104722,688.8458354589975,3.622495354013704,6.0643094400920665
PROJECT_002628,CLIENT_002628,Data Analytics Platform Project 2629,Data Analytics Platform,Python/Django/MySQL,Planning,Low,2025-04-06,2025-09-03,,18263.706997217316,-4544.500174130959,-137.06770856590697,-13.451194781373623,3.8512862741826783,2.1487127419770595
PROJECT_002629,CLIENT_002629,Mobile App Project 2630,Mobile App,React/Node.js/PostgreSQL,Testing,Low,2023-12-21,2024-10-14,,106221.89539640569,149712.8695279215,665.8249761699136,746.7914255287403,4.925512524880913,7.109735797324854
PROJECT_002630,CLIENT_002630,API Development Project 2631,API Development,Python/Django/MySQL,Testing,High,2025-04-13,2025-09-01,,92794.17405345847,98348.07463200885,683.1272586516804,508.10389627680195,3.877763631675757,3.6694850925869367
PROJECT_002631,CLIENT_002631,AI/ML Solution Project 2632,AI/ML Solution,Python/Django/MySQL,Planning,Low,2024-01-20,2024-09-26,,183887.89840392416,265298.0375493794,1489.2155544175835,1654.006367125893,5.631025556040764,6.0355483215162415
PROJECT_002632,CLIENT_002632,CRM System Project 2633,CRM System,React/Node.js/PostgreSQL,Deployment,Critical,2024-11-12,2025-07-15,,2037.2152875579031,-31439.70132190604,-141.22119446441627,132.76038418444955,5.081771484482077,7.009387774294912
PROJECT_002633,CLIENT_002633,CRM System Project 2634,CRM System,Python/Django/MySQL,Discovery,Critical,2023-07-27,2024-04-24,,26225.26690099766,23551.83405989848,169.70304877175073,39.723986226488464,5.8318783591587104,8.489929889691052
PROJECT_002634,CLIENT_002634,Mobile App Project 2635,Mobile App,React/Node.js/PostgreSQL,Deployment,Low,2025-04-30,2025-09-04,,32838.425994275814,15851.324063393778,38.903090635901485,60.09390241376769,3.933336282913113,3.2779183012191604
PROJECT_002635,CLIENT_002635,Data Analytics Platform Project 2636,Data Analytics Platform,Java/Spring/Oracle,Discovery,Low,2023-11-03,2024-03-10,,23606.523170643897,3046.1002279497334,54.992835422645,76.80367949361573,2.9442006636208666,2.2162446385931927
PROJECT_002636,CLIENT_002636,Mobile App Project 2637,Mobile App,Python/Django/MySQL,Development,High,2023-10-16,2024-08-30,,11091.040698779107,7019.534113367334,222.45618964714794,152.12738661714192,6.443749589309604,8.124406920600812
PROJECT_002637,CLIENT_002637,CRM System Project 2638,CRM System,React/Node.js/PostgreSQL,Discovery,Medium,2024-09-23,2025-06-15,,17022.471603804064,27452.2801506309,58.56375946061726,38.367644817644276,4.072103008181277,5.893868804496427
PROJECT_002638,CLIENT_002638,E-commerce Site Project 2639,E-commerce Site,Python/Django/MySQL,Planning,High,2025-01-12,2025-07-07,,163511.74995818865,178268.57071818176,1063.0858865901155,776.5707914838925,2.865102314462627,5.251806216228858
PROJECT_002639,CLIENT_002639,API Development Project 2640,API Development,Java/Spring/Oracle,Planning,Low,2023-06-29,2024-03-19,,31877.407666558945,50432.3808740316,132.32738705296822,58.06968366050923,7.130556369798539,7.9577495009193155
PROJECT_002640,CLIENT_002640,API Development Project 2641,API Development,React/Node.js/PostgreSQL,Completed,Low,2024-07-31,2025-06-26,2025-06-14,30985.82383249623,33817.880752455676,24.639221841817005,325.41723161055455,5.809298960284396,8.191265046866896
PROJECT_002641,CLIENT_002641,AI/ML Solution Project 2642,AI/ML Solution,Java/Spring/Oracle,Deployment,Critical,2024-08-18,2024-11-01,,23553.545219426655,37349.17601928844,291.126787150161,468.8400668734845,2.9551780059806516,0.8436930102357059
PROJECT_002642,CLIENT_002642,Mobile App Project 2643,Mobile App,Java/Spring/Oracle,Planning,High,2024-01-07,2024-04-21,,-5896.472729918729,-13293.707523168247,49.78437446135729,-64.324705946727,2.8208408534436877,3.129990155054787
PROJECT_002643,CLIENT_002643,Web Application Project 2644,Web Application,Python/Django/MySQL,Testing,Critical,2024-09-06,2025-01-22,,162660.62725722214,154700.3117021132,1190.2806275829632,1008.348354084664,3.7308067824296236,2.3756382596958656
PROJECT_002644,CLIENT_002644,API Development Project 2645,API Development,Java/Spring/Oracle,Discovery,Medium,2024-02-08,2024-12-14,,8059.821716548828,-8375.530572752268,78.22037695266748,147.84417054172457,6.750283226797824,8.07579878284561
PROJECT_002645,CLIENT_002645,Data Analytics Platform Project 2646,Data Analytics Platform,React/Node.js/PostgreSQL,Development,High,2023-10-21,2024-05-30,,-1884.4422197392796,1021.1809915425874,152.88721907845718,-80.71905769846325,3.9345040335042496,5.455683016396416
PROJECT_002646,CLIENT_002646,API Development Project 2647,API Development,Java/Spring/Oracle,Completed,Medium,2023-06-06,2024-03-12,2024-04-15,30126.573812659884,13929.64511266043,132.68427579579955,23.002863579846675,5.2162422751494235,8.084103141971557
PROJECT_002647,CLIENT_002647,AI/ML Solution Project 2648,AI/ML Solution,React/Node.js/PostgreSQL,Completed,High,2023-08-13,2024-03-29,2024-03-02,271839.18585183413,288084.78280963504,1546.2883962208969,2118.6150218425505,3.5933213999255176,5.279122637825447
PROJECT_002648,CLIENT_002648,E-commerce Site Project 2649,E-commerce Site,React/Node.js/PostgreSQL,Deployment,Low,2025-04-04,2025-12-12,,359722.1823953394,391392.81381266884,2410.1586745124346,2149.207850104555,4.8700665088269455,6.643707819005341
PROJECT_002649,CLIENT_002649,API Development Project 2650,API Development,React/Node.js/PostgreSQL,Planning,Low,2024-01-06,2024-08-03,,10482.712677365635,26186.238945372832,8.990664775577997,95.20160129536828,6.0789861631018836,5.604204135994575
PROJECT_002650,CLIENT_002650,Data Analytics Platform Project 2651,Data Analytics Platform,React/Node.js/PostgreSQL,Discovery,Low,2024-08-28,2025-07-23,,15458.25616624561,46290.2607921959,238.41539961399525,62.631299686330806,5.688231442954087,8.04523700608817
PROJECT_002651,CLIENT_002651,CRM System Project 2652,CRM System,Python/Django/MySQL,Deployment,High,2023-09-24,2024-02-11,,5836.623707008423,-1649.2626628898524,82.87498693321729,84.62976002810301,1.942125654756867,3.032363003225541
PROJECT_002652,CLIENT_002652,AI/ML Solution Project 2653,AI/ML Solution,Python/Django/MySQL,Development,High,2025-03-27,2026-01-28,,102873.17073963767,100830.32132341478,801.3897905055255,958.6084427132163,7.2596195108382595,8.00014378620884
PROJECT_002653,CLIENT_002653,Web Application Project 2654,Web Application,Java/Spring/Oracle,Deployment,Critical,2023-06-19,2024-02-08,,-13855.791030969518,13744.34522511282,68.26823706538238,328.9817262923293,5.094340016151299,5.7047439847052255
PROJECT_002654,CLIENT_002654,Mobile App Project 2655,Mobile App,Python/Django/MySQL,Testing,Medium,2024-03-16,2024-05-28,,-3440.5999145375663,-9881.012409527288,-98.1294689914747,-11.271110189382789,2.5833398679809196,1.4985109875857672
PROJECT_002655,CLIENT_002655,DevOps Setup Project 2656,DevOps Setup,React/Node.js/PostgreSQL,Development,High,2024-11-25,2025-04-12,,93862.58647711224,128892.46530913211,827.3147556056613,784.8620565548537,3.0841071072024757,2.2608690133936213
PROJECT_002656,CLIENT_002656,CRM System Project 2657,CRM System,Java/Spring/Oracle,Completed,Medium,2024-03-09,2024-12-22,2024-11-30,99241.07335279611,112701.44613103819,703.0856667284547,626.9628912471164,4.94329915168073,6.935319362157547
PROJECT_002657,CLIENT_002657,DevOps Setup Project 2658,DevOps Setup,React/Node.js/PostgreSQL,Completed,High,2024-08-29,2025-01-05,2025-01-25,31874.973551853604,38735.32731506118,353.72638576807816,377.1642436712143,3.7640803890160486,2.233966226751169
PROJECT_002658,CLIENT_002658,AI/ML Solution Project 2659,AI/ML Solution,Python/Django/MySQL,Completed,Low,2023-06-20,2024-04-11,2024-04-28,11801.073483338387,56321.656081384855,122.0610749015127,142.8672002218541,7.113122022571522,7.6360096744871155
PROJECT_002659,CLIENT_002659,E-commerce Site Project 2660,E-commerce Site,Java/Spring/Oracle,Discovery,High,2024-02-17,2024-10-19,,20175.140317663434,3712.337665333186,50.31953435944655,-109.00754321216436,6.064800750379333,6.371177753272278
PROJECT_002660,CLIENT_002660,Data Analytics Platform Project 2661,Data Analytics Platform,Java/Spring/Oracle,Discovery,Medium,2025-04-20,2026-04-03,,300542.7635459013,340532.60478507675,1869.5366531811912,1631.2735508468702,7.605011719191954,9.940439880323403
PROJECT_002661,CLIENT_002661,DevOps Setup Project 2662,DevOps Setup,Python/Django/MySQL,Deployment,Low,2024-10-22,2025-08-12,,566475.4395104231,616812.4376237163,3633.326001287628,4906.129877241012,5.943258555976253,7.837366495912457
PROJECT_002662,CLIENT_002662,E-commerce Site Project 2663,E-commerce Site,Java/Spring/Oracle,Development,Low,2025-01-08,2025-02-21,,-2583.49925488199,23083.851932276626,-24.778667089053144,48.73492934547561,2.0189162038591832,0.9278661454671269
PROJECT_002663,CLIENT_002663,Mobile App Project 2664,Mobile App,Java/Spring/Oracle,Testing,Medium,2025-02-16,2025-08-18,,-7901.90330927779,31175.751604959183,36.75423828468322,155.58473112307,2.8642494483380356,4.435746314185247
PROJECT_002664,CLIENT_002664,Web Application Project 2665,Web Application,Java/Spring/Oracle,Completed,High,2024-07-02,2025-02-12,2025-02-02,329328.597435011,363645.4024668779,2364.613028571737,1792.2117666621361,4.143456141123897,6.841680987822894
PROJECT_002665,CLIENT_002665,Web Application Project 2666,Web Application,Python/Django/MySQL,Discovery,High,2023-08-30,2023-12-28,,5401.750334155853,-9183.318392437799,152.90686113710632,-5.9441235137402035,3.018533401165642,0.9016019079697802
PROJECT_002666,CLIENT_002666,DevOps Setup Project 2667,DevOps Setup,React/Node.js/PostgreSQL,Development,Critical,2024-12-05,2025-03-29,,-14212.75310160658,-36580.605049204736,76.352393583467,35.208982627145964,2.149771387730514,2.9150277909074713
PROJECT_002667,CLIENT_002667,Web Application Project 2668,Web Application,Python/Django/MySQL,Completed,Low,2025-01-02,2025-05-31,2025-07-26,30906.931043131484,17230.188478548916,-35.57760934687208,123.46742053055334,3.047641297475527,4.142553581578501
PROJECT_002668,CLIENT_002668,Mobile App Project 2669,Mobile App,React/Node.js/PostgreSQL,Planning,Critical,2023-08-19,2023-11-30,,77952.75624166208,63000.90983298834,726.0131815512526,470.5447295635379,2.9553602927769496,1.8203344695287265
PROJECT_002669,CLIENT_002669,API Development Project 2670,API Development,Java/Spring/Oracle,Testing,Low,2024-05-15,2024-12-09,,158265.5293812589,187097.34799201915,1028.7288790980147,1276.6923442602133,3.841936688001464,3.726148865967866
PROJECT_002670,CLIENT_002670,Data Analytics Platform Project 2671,Data Analytics Platform,Python/Django/MySQL,Completed,Medium,2024-12-12,2025-04-03,2025-04-05,56679.92554257631,44804.402832408356,327.0210328705,338.8610997009294,2.1321294505944226,2.4019775996723967
PROJECT_002671,CLIENT_002671,AI/ML Solution Project 2672,AI/ML Solution,Python/Django/MySQL,Discovery,Medium,2023-11-19,2024-08-09,,21667.91394074174,11583.685686564297,104.79884994309703,57.36072821085592,3.9717196343530454,6.605810570601874
PROJECT_002672,CLIENT_002672,API Development Project 2673,API Development,Java/Spring/Oracle,Development,Low,2024-06-19,2024-09-27,,73932.83279383167,52485.735768076134,454.8855795402093,589.9061012303839,4.172087546976971,1.7054675303994133
PROJECT_002673,CLIENT_002673,CRM System Project 2674,CRM System,React/Node.js/PostgreSQL,Development,Medium,2024-07-12,2025-02-21,,42982.93920421159,45903.64698838072,477.22173059966576,271.457219229821,5.254505292362124,5.212133654966553
PROJECT_002674,CLIENT_002674,CRM System Project 2675,CRM System,Java/Spring/Oracle,Planning,Low,2024-11-03,2024-12-26,,14238.966932276937,48444.6811070876,385.46671093932196,301.5607298499475,2.8885598179802727,1.0068824359782897
PROJECT_002675,CLIENT_002675,Web Application Project 2676,Web Application,Java/Spring/Oracle,Discovery,Critical,2024-06-03,2024-10-20,,6245.63722532915,-35020.19872723733,46.897934469769424,48.882696780990464,2.85192589922227,4.025362905444999
PROJECT_002676,CLIENT_002676,CRM System Project 2677,CRM System,Java/Spring/Oracle,Development,High,2024-06-27,2024-09-26,,68513.48236083207,39134.84366913036,297.23644121887844,314.3781285509862,2.0301199022664793,1.2510053277830824
PROJECT_002677,CLIENT_002677,API Development Project 2678,API Development,Python/Django/MySQL,Completed,Medium,2023-09-27,2024-04-15,2024-04-02,27717.763911236496,32084.67538485396,280.83259025219434,258.1488973886616,2.731261314050001,3.799349711744424
PROJECT_002678,CLIENT_002678,Data Analytics Platform Project 2679,Data Analytics Platform,React/Node.js/PostgreSQL,Planning,High,2024-08-03,2024-12-17,,12292.73694963819,20245.157468189384,196.61644890382004,31.968044517853627,4.351385020185852,3.6964183003093036
PROJECT_002679,CLIENT_002679,Web Application Project 2680,Web Application,Python/Django/MySQL,Development,Critical,2023-12-24,2024-11-25,,64855.53253791321,81485.74423224754,566.4734394605405,339.22988210039614,6.9623721424313825,9.097609029957047
PROJECT_002680,CLIENT_002680,DevOps Setup Project 2681,DevOps Setup,React/Node.js/PostgreSQL,Planning,High,2025-01-18,2025-09-30,,25447.54849839424,26804.0582881495,105.78328868900054,403.063202851418,4.863926615045862,7.1400614620170835
PROJECT_002681,CLIENT_002681,AI/ML Solution Project 2682,AI/ML Solution,Java/Spring/Oracle,Development,Medium,2024-03-20,2024-08-19,,26132.29032014413,43405.93498730375,299.9164818524104,365.1478094321205,3.9890574487507307,2.8774392718802404
PROJECT_002682,CLIENT_002682,E-commerce Site Project 2683,E-commerce Site,React/Node.js/PostgreSQL,Discovery,Low,2024-04-18,2024-11-07,,55051.94546442029,60310.83359891694,88.62199210404972,128.95992726620142,2.978179972117254,5.080806130495497
PROJECT_002683,CLIENT_002683,CRM System Project 2684,CRM System,Python/Django/MySQL,Deployment,Medium,2023-11-17,2024-06-17,,34023.96340054005,10333.092638440838,201.39621200076846,20.186222086696162,3.118649727513261,4.497374449487463
PROJECT_002684,CLIENT_002684,CRM System Project 2685,CRM System,Java/Spring/Oracle,Discovery,Low,2024-08-26,2025-05-15,,263992.4825756543,321198.27985477104,1765.7582523966794,1547.9711765692987,5.924804026473814,6.710285289940975
PROJECT_002685,CLIENT_002685,Mobile App Project 2686,Mobile App,Java/Spring/Oracle,Development,Critical,2025-03-01,2025-08-23,,25348.28303478204,22990.56179577526,132.0128121087039,-4.269455526515799,3.1933909750631564,4.859879452106171
PROJECT_002686,CLIENT_002686,Data Analytics Platform Project 2687,Data Analytics Platform,Python/Django/MySQL,Development,Low,2023-07-12,2024-01-31,,-3519.230274546142,23594.322908451548,-11.451024514446615,-24.05823974376004,3.9526404346081936,4.025260142497463
PROJECT_002687,CLIENT_002687,Data Analytics Platform Project 2688,Data Analytics Platform,Python/Django/MySQL,Deployment,Medium,2023-12-10,2024-07-31,,35877.3421654477,64984.15987963496,276.7525650400497,274.83233708172236,4.125777884408127,6.844074131694031
PROJECT_002688,CLIENT_002688,CRM System Project 2689,CRM System,Java/Spring/Oracle,Planning,Medium,2024-08-28,2025-03-23,,-21028.211789283534,9315.67032119029,3.479957350258138,-7.345875321242065,5.123605753556598,4.04133677306176
PROJECT_002689,CLIENT_002689,Mobile App Project 2690,Mobile App,Python/Django/MySQL,Planning,Medium,2024-04-23,2024-08-11,,22677.172881508373,36075.866825455225,160.00049681408763,35.999568719828424,1.4758630123452894,0.5470919602644917
PROJECT_002690,CLIENT_002690,DevOps Setup Project 2691,DevOps Setup,React/Node.js/PostgreSQL,Discovery,High,2024-03-03,2024-07-22,,2805.6002723570805,-139.11780952686559,57.25154545228383,151.73428063465718,4.221415565205888,2.5974217475610692
PROJECT_002691,CLIENT_002691,AI/ML Solution Project 2692,AI/ML Solution,React/Node.js/PostgreSQL,Development,Low,2024-08-04,2024-12-26,,126143.63431947237,130235.87580901959,847.3540881578253,1018.2360787512297,2.7025983929034343,4.310625370330792
PROJECT_002692,CLIENT_002692,AI/ML Solution Project 2693,AI/ML Solution,React/Node.js/PostgreSQL,Discovery,Low,2024-01-02,2024-05-22,,6749.217570188315,-7332.25005168674,16.377041701414953,-119.33406488783368,3.0262042250832906,3.0158763080126114
PROJECT_002693,CLIENT_002693,API Development Project 2694,API Development,Java/Spring/Oracle,Development,Medium,2024-08-06,2025-03-28,,11850.910499182748,31587.8690313996,107.79964842813571,111.8203344692796,4.327801722803387,6.649958820525126
PROJECT_002694,CLIENT_002694,DevOps Setup Project 2695,DevOps Setup,Python/Django/MySQL,Discovery,High,2024-02-18,2024-05-10,,49402.59158966073,23065.83938211466,238.20043112804822,187.76305952850657,2.9195904842593117,2.1333451419230283
PROJECT_002695,CLIENT_002695,API Development Project 2696,API Development,React/Node.js/PostgreSQL,Development,Low,2024-11-11,2025-08-16,,466130.1026620256,475423.62828649604,2884.9108367949643,3460.4727474062047,5.755800016682741,8.102467390793104
PROJECT_002696,CLIENT_002696,API Development Project 2697,API Development,Java/Spring/Oracle,Discovery,High,2024-05-04,2024-11-21,,72832.35118864948,97836.41410826976,449.35025874463446,667.1733036311708,3.232108727919441,4.2464544629114185
PROJECT_002697,CLIENT_002697,Data Analytics Platform Project 2698,Data Analytics Platform,Java/Spring/Oracle,Discovery,High,2024-02-08,2024-11-11,,53629.36971526989,57235.38911506355,420.124890194783,428.02295697632985,5.125374547757127,7.528344807800232
PROJECT_002698,CLIENT_002698,Web Application Project 2699,Web Application,React/Node.js/PostgreSQL,Testing,Medium,2024-01-24,2024-11-15,,35142.66872474071,-880.0270852507201,155.6045421588371,167.20849235485252,5.952609409267374,8.700372619208618
PROJECT_002699,CLIENT_002699,API Development Project 2700,API Development,React/Node.js/PostgreSQL,Planning,Medium,2023-06-24,2024-03-10,,11949.06471113906,33333.021554420964,179.95579124376985,284.3123265431646,5.1912628337628455,8.151698477859668
PROJECT_002700,CLIENT_002700,DevOps Setup Project 2701,DevOps Setup,Python/Django/MySQL,Discovery,Low,2023-08-27,2024-01-05,,67129.28934268086,72087.133117749,442.8177337692183,419.8946289578148,2.051158596941455,2.1084160480418195
PROJECT_002701,CLIENT_002701,API Development Project 2702,API Development,React/Node.js/PostgreSQL,Development,Low,2024-12-07,2025-03-04,,2544.4641564222243,6850.753839839667,-98.22449744959995,169.1278556773319,4.1592067067502825,2.0141643709042416
PROJECT_002702,CLIENT_002702,E-commerce Site Project 2703,E-commerce Site,React/Node.js/PostgreSQL,Completed,High,2023-08-18,2024-01-04,2024-01-07,16965.3520711724,-4151.956993193024,150.9876431921946,-125.09929418470648,1.9737599720095953,2.9764626158991163
PROJECT_002703,CLIENT_002703,CRM System Project 2704,CRM System,React/Node.js/PostgreSQL,Development,Critical,2024-09-15,2025-03-02,,28558.956434042404,18213.160659903147,90.7479306373173,66.4460001292577,3.2383887131005067,3.5730960474531726
PROJECT_002704,CLIENT_002704,Data Analytics Platform Project 2705,Data Analytics Platform,Python/Django/MySQL,Discovery,Low,2024-06-10,2024-09-14,,20736.489007786404,6876.8267978267,-75.10479225612688,56.401324741519446,2.7659563401845837,1.267871597308169
PROJECT_002705,CLIENT_002705,DevOps Setup Project 2706,DevOps Setup,React/Node.js/PostgreSQL,Completed,High,2024-05-03,2024-09-30,2024-11-26,128261.27009531914,146868.58102638647,945.8148632961419,703.330343859988,2.9203931771983793,4.1207495088208494
PROJECT_002706,CLIENT_002706,CRM System Project 2707,CRM System,Python/Django/MySQL,Testing,High,2024-10-14,2025-03-28,,233464.0155024186,255411.91588131085,1455.7078063939898,1582.4237591282877,1.9305254481345684,3.084083012773833
PROJECT_002707,CLIENT_002707,Data Analytics Platform Project 2708,Data Analytics Platform,Java/Spring/Oracle,Development,High,2024-03-02,2024-12-11,,41663.09447129758,35246.28720766369,146.47601417593108,96.53162832762028,4.827877589819845,9.65359803969677
PROJECT_002708,CLIENT_002708,E-commerce Site Project 2709,E-commerce Site,Java/Spring/Oracle,Deployment,Low,2024-08-16,2025-02-22,,39277.20545626104,54078.85448373774,379.81198878905514,263.6538480851964,3.124349502305643,5.180811351301584
PROJECT_002709,CLIENT_002709,API Development Project 2710,API Development,Python/Django/MySQL,Testing,Critical,2024-05-09,2025-02-20,,9254.61259124192,-21516.928397120664,-6.713482800858813,-56.22012759243145,5.803343097032015,9.479084492269505
PROJECT_002710,CLIENT_002710,DevOps Setup Project 2711,DevOps Setup,Java/Spring/Oracle,Completed,Medium,2024-03-07,2024-08-07,2024-09-11,8242.749138029214,11947.494094908996,27.413460499596564,61.94904543001487,2.4002083013070092,3.04867496338714
PROJECT_002711,CLIENT_002711,Web Application Project 2712,Web Application,React/Node.js/PostgreSQL,Development,Medium,2023-10-02,2023-12-10,,43655.13100417674,-9686.645132087338,217.96310822541392,282.33640816779473,1.8874283522299384,0.7699253131226209
PROJECT_002712,CLIENT_002712,Data Analytics Platform Project 2713,Data Analytics Platform,Java/Spring/Oracle,Discovery,Critical,2025-02-06,2025-07-09,,16952.736078372138,449.5869913888473,65.56490960153872,61.785189284315095,3.837605545652615,3.708199346325179
PROJECT_002713,CLIENT_002713,Web Application Project 2714,Web Application,React/Node.js/PostgreSQL,Development,Low,2024-07-21,2024-10-28,,17480.400504845893,-69.08768177280581,220.9739111774802,361.4350410705217,1.822750396611641,0.3461549417844626
PROJECT_002714,CLIENT_002714,DevOps Setup Project 2715,DevOps Setup,Python/Django/MySQL,Development,High,2025-03-25,2025-12-03,,120723.74508492486,97948.59846950506,727.7781650406107,933.8440084514423,4.073293875568874,7.637602845763742
PROJECT_002715,CLIENT_002715,E-commerce Site Project 2716,E-commerce Site,React/Node.js/PostgreSQL,Planning,Low,2023-06-04,2024-04-18,,1836.5047282311207,27716.400328308133,255.94720565974262,166.24862528899746,7.060958729089761,9.35461974730023
PROJECT_002716,CLIENT_002716,E-commerce Site Project 2717,E-commerce Site,Python/Django/MySQL,Completed,Critical,2024-12-21,2025-08-11,2025-09-12,9260.411038746752,-2303.533563364552,-33.03587416508935,17.265601918380383,4.941144584323615,6.755073977333613
PROJECT_002717,CLIENT_002717,Mobile App Project 2718,Mobile App,Python/Django/MySQL,Planning,Low,2025-01-20,2025-06-10,,29870.704817382462,5474.7135796641805,-14.757011367276192,2.5064810417565866,4.928915109599333,3.8852196756332034
PROJECT_002718,CLIENT_002718,AI/ML Solution Project 2719,AI/ML Solution,Python/Django/MySQL,Deployment,Critical,2023-12-08,2024-07-05,,430232.6737952443,370378.4199913012,2799.220430954853,2199.8322883135274,5.829864916098136,6.386639101882823
PROJECT_002719,CLIENT_002719,DevOps Setup Project 2720,DevOps Setup,Python/Django/MySQL,Testing,Low,2023-08-22,2024-07-15,,-4932.9515688622305,465.5383287655495,111.91682800634779,-154.19632767932399,5.0357627326370755,7.405745283114456
PROJECT_002720,CLIENT_002720,CRM System Project 2721,CRM System,Java/Spring/Oracle,Discovery,High,2024-06-06,2025-01-23,,9674.227469580434,33262.35733324698,4.650537600688125,98.30006819762218,5.734488012154774,7.151115540523645
PROJECT_002721,CLIENT_002721,CRM System Project 2722,CRM System,Java/Spring/Oracle,Discovery,High,2023-12-24,2024-06-09,,13359.281191091111,9640.173408273919,6.239697635876542,210.72165543827293,1.7545310831962309,3.152479887796054
PROJECT_002722,CLIENT_002722,Data Analytics Platform Project 2723,Data Analytics Platform,Java/Spring/Oracle,Planning,High,2024-07-09,2025-02-19,,28417.024541639395,29894.447208993857,177.50505572607887,251.69651127335104,5.111425005571868,7.028355421611561
PROJECT_002723,CLIENT_002723,CRM System Project 2724,CRM System,Python/Django/MySQL,Deployment,Medium,2023-06-03,2024-04-07,,3514.0849934123817,29556.851364675014,56.93458947101337,330.45389885754037,4.940759465286221,8.854556323231737
PROJECT_002724,CLIENT_002724,Web Application Project 2725,Web Application,Python/Django/MySQL,Discovery,Low,2025-01-04,2025-10-23,,19344.394346336645,33987.55038093623,187.31349381501886,206.92964230044288,6.993742611504337,8.840254111415554
PROJECT_002725,CLIENT_002725,E-commerce Site Project 2726,E-commerce Site,Python/Django/MySQL,Deployment,Low,2025-01-31,2025-05-16,,20354.825807499932,12480.384979758346,19.703488056226455,125.31717517099788,3.8032782620582397,3.0531323424666383
PROJECT_002726,CLIENT_002726,API Development Project 2727,API Development,Python/Django/MySQL,Deployment,Medium,2024-10-22,2025-03-30,,13982.164078756097,-30527.254901444445,92.0885799470119,11.059414287723953,2.9398992169309746,3.3117834084215154
PROJECT_002727,CLIENT_002727,DevOps Setup Project 2728,DevOps Setup,Java/Spring/Oracle,Planning,Medium,2024-03-03,2024-07-12,,-10118.610423208454,-16273.642693421738,205.63305459274056,-83.97832397458234,3.132547667229689,1.92092040620578
PROJECT_002728,CLIENT_002728,CRM System Project 2729,CRM System,Java/Spring/Oracle,Development,High,2024-02-01,2024-05-19,,9015.319933701805,20170.879499201765,-65.48628736456914,71.48270309787851,2.2195197037060717,3.0420160526687527
PROJECT_002729,CLIENT_002729,E-commerce Site Project 2730,E-commerce Site,React/Node.js/PostgreSQL,Development,Critical,2023-08-02,2024-06-19,,272706.51664921537,271099.9280727669,1650.410678330715,2203.540824529798,6.013251087138396,7.768303761539327
PROJECT_002730,CLIENT_002730,DevOps Setup Project 2731,DevOps Setup,Python/Django/MySQL,Testing,Medium,2024-01-24,2024-10-10,,513578.0761574095,521973.2216954754,3199.870818102689,4544.820718434776,6.989627008567502,7.729058505548192
PROJECT_002731,CLIENT_002731,DevOps Setup Project 2732,DevOps Setup,Java/Spring/Oracle,Deployment,Low,2024-01-09,2024-03-07,,-3313.749297092067,-11056.65246574452,71.07547950149045,75.47890045332669,1.9462333746698068,0.6123113775087432
PROJECT_002732,CLIENT_002732,AI/ML Solution Project 2733,AI/ML Solution,React/Node.js/PostgreSQL,Development,Critical,2024-05-22,2024-07-16,,21752.689732992065,20121.941643178823,112.87566263518963,-131.81745392000374,2.91289815303815,1.3887404297888013
PROJECT_002733,CLIENT_002733,AI/ML Solution Project 2734,AI/ML Solution,React/Node.js/PostgreSQL,Planning,Critical,2024-06-03,2024-09-25,,24271.186798271014,11028.596109322158,65.19877385404558,123.34894329040206,0.5421425588027244,0.5909379213028616
PROJECT_002734,CLIENT_002734,Data Analytics Platform Project 2735,Data Analytics Platform,Python/Django/MySQL,Discovery,High,2023-06-30,2024-06-11,,1469.3910177235994,33498.02565007287,124.60853757507292,151.0199503269845,5.885284976233729,10.179947539956148
PROJECT_002735,CLIENT_002735,CRM System Project 2736,CRM System,React/Node.js/PostgreSQL,Planning,High,2025-02-04,2025-06-02,,66366.9612499305,32777.48957648205,355.9496857476045,110.08138769863183,2.9352745465995036,1.0849871733391268
PROJECT_002736,CLIENT_002736,DevOps Setup Project 2737,DevOps Setup,Java/Spring/Oracle,Development,Medium,2025-01-19,2025-12-28,,145389.20484803186,131681.54455621744,1024.9836814115695,1099.8866748627836,8.095268614039245,9.869988722723422
PROJECT_002737,CLIENT_002737,CRM System Project 2738,CRM System,Java/Spring/Oracle,Development,Critical,2023-06-07,2023-12-17,,208850.20102485028,253733.85310990285,1432.8180423715698,1967.1092356031506,3.7185005464822822,4.702573613283809
PROJECT_002738,CLIENT_002738,Mobile App Project 2739,Mobile App,React/Node.js/PostgreSQL,Completed,Low,2025-01-03,2025-08-02,2025-09-16,120590.73447314945,84013.57204822684,778.472314781226,673.9809850313665,4.989422025018983,6.055369926455701
PROJECT_002739,CLIENT_002739,CRM System Project 2740,CRM System,Python/Django/MySQL,Development,Critical,2025-02-26,2025-11-06,,13111.022102804607,9180.290314615268,173.34170166735618,210.37689681141634,6.282983919432901,6.861868980391914
