assignment_id,project_id,member_id,role_on_project,hours_allocated,hours_logged,start_date,end_date
ASN_000696,PROJECT_000232,MEMBER_000055,Developer,171,218,2024-01-24,
ASN_000697,PROJECT_000232,MEMBER_000032,Lead,69,38,2024-01-24,
ASN_000698,PROJECT_000232,MEMBER_000049,Lead,40,206,2024-01-24,
ASN_000699,PROJECT_000233,MEMBER_000066,Lead,64,231,2024-06-03,
ASN_000700,PROJECT_000233,MEMBER_000097,Support,150,175,2024-06-03,
ASN_000701,PROJECT_000233,MEMBER_000078,Developer,156,148,2024-06-03,
ASN_000702,PROJECT_000234,MEMBER_000052,Lead,172,131,2024-05-04,2025-02-17
ASN_000703,PROJECT_000234,MEMBER_000034,Support,170,100,2024-05-04,2025-02-17
ASN_000704,PROJECT_000234,MEMBER_000089,Lead,80,142,2024-05-04,2025-02-17
ASN_000705,PROJECT_000235,MEMBER_000099,Lead,38,234,2024-09-18,2025-10-27
ASN_000706,PROJECT_000235,MEMBER_000039,Developer,42,59,2024-09-18,2025-10-27
ASN_000707,PROJECT_000235,MEMBER_000003,Developer,180,46,2024-09-18,2025-10-27
ASN_000708,PROJECT_000236,MEMBER_000059,Lead,159,175,2024-11-12,
ASN_000709,PROJECT_000236,MEMBER_000108,Lead,125,141,2024-11-12,
ASN_000710,PROJECT_000236,MEMBER_000082,Developer,152,72,2024-11-12,
ASN_000711,PROJECT_000237,MEMBER_000037,Lead,137,187,2024-08-07,
ASN_000712,PROJECT_000237,MEMBER_000039,Developer,28,182,2024-08-07,
ASN_000713,PROJECT_000237,MEMBER_000087,Support,168,56,2024-08-07,
ASN_000714,PROJECT_000238,MEMBER_000011,Developer,172,153,2023-10-18,
ASN_000715,PROJECT_000238,MEMBER_000057,Support,196,212,2023-10-18,
ASN_000716,PROJECT_000238,MEMBER_000080,Developer,137,28,2023-10-18,
ASN_000717,PROJECT_000239,MEMBER_000046,Support,85,115,2024-08-02,
ASN_000718,PROJECT_000239,MEMBER_000025,Support,97,111,2024-08-02,
ASN_000719,PROJECT_000239,MEMBER_000034,Lead,124,147,2024-08-02,
ASN_000720,PROJECT_000240,MEMBER_000087,Support,93,172,2023-08-29,
ASN_000721,PROJECT_000240,MEMBER_000050,Lead,92,81,2023-08-29,
ASN_000722,PROJECT_000240,MEMBER_000098,Developer,93,122,2023-08-29,
ASN_000723,PROJECT_000241,MEMBER_000075,Lead,89,166,2025-01-10,
ASN_000724,PROJECT_000241,MEMBER_000065,Developer,47,74,2025-01-10,
ASN_000725,PROJECT_000241,MEMBER_000041,Support,23,240,2025-01-10,
ASN_000726,PROJECT_000242,MEMBER_000070,Developer,44,153,2023-09-12,
ASN_000727,PROJECT_000242,MEMBER_000106,Developer,150,217,2023-09-12,
ASN_000728,PROJECT_000242,MEMBER_000023,Developer,21,195,2023-09-12,
ASN_000729,PROJECT_000243,MEMBER_000055,Developer,76,32,2025-03-13,
ASN_000730,PROJECT_000243,MEMBER_000131,Developer,141,13,2025-03-13,
ASN_000731,PROJECT_000243,MEMBER_000053,Lead,66,137,2025-03-13,
ASN_000732,PROJECT_000244,MEMBER_000075,Support,79,128,2023-08-14,
ASN_000733,PROJECT_000244,MEMBER_000085,Developer,142,157,2023-08-14,
ASN_000734,PROJECT_000244,MEMBER_000115,Developer,38,56,2023-08-14,
ASN_000735,PROJECT_000245,MEMBER_000080,Support,88,150,2023-11-05,
ASN_000736,PROJECT_000245,MEMBER_000107,Lead,121,130,2023-11-05,
ASN_000737,PROJECT_000245,MEMBER_000020,Support,120,66,2023-11-05,
ASN_000738,PROJECT_000246,MEMBER_000042,Lead,96,156,2024-09-05,
ASN_000739,PROJECT_000246,MEMBER_000086,Lead,24,98,2024-09-05,
ASN_000740,PROJECT_000246,MEMBER_000090,Support,184,52,2024-09-05,
ASN_000741,PROJECT_000247,MEMBER_000075,Support,32,138,2023-10-17,2024-07-29
ASN_000742,PROJECT_000247,MEMBER_000068,Developer,174,78,2023-10-17,2024-07-29
ASN_000743,PROJECT_000247,MEMBER_000082,Support,21,118,2023-10-17,2024-07-29
ASN_000744,PROJECT_000248,MEMBER_000123,Developer,57,151,2023-11-22,2024-03-16
ASN_000745,PROJECT_000248,MEMBER_000004,Lead,105,128,2023-11-22,2024-03-16
ASN_000746,PROJECT_000248,MEMBER_000055,Developer,25,142,2023-11-22,2024-03-16
ASN_000747,PROJECT_000249,MEMBER_000026,Support,68,52,2025-04-02,2025-10-13
ASN_000748,PROJECT_000249,MEMBER_000073,Support,184,233,2025-04-02,2025-10-13
ASN_000749,PROJECT_000249,MEMBER_000114,Developer,33,113,2025-04-02,2025-10-13
ASN_000750,PROJECT_000250,MEMBER_000017,Support,187,123,2023-09-03,
ASN_000751,PROJECT_000250,MEMBER_000075,Lead,62,89,2023-09-03,
ASN_000752,PROJECT_000250,MEMBER_000092,Support,78,18,2023-09-03,
ASN_000753,PROJECT_000251,MEMBER_000027,Support,61,240,2024-06-19,
ASN_000754,PROJECT_000251,MEMBER_000039,Lead,63,52,2024-06-19,
ASN_000755,PROJECT_000251,MEMBER_000014,Lead,95,65,2024-06-19,
ASN_000756,PROJECT_000252,MEMBER_000050,Lead,156,166,2025-05-01,2025-12-03
ASN_000757,PROJECT_000252,MEMBER_000113,Support,136,87,2025-05-01,2025-12-03
ASN_000758,PROJECT_000252,MEMBER_000114,Support,72,243,2025-05-01,2025-12-03
ASN_000759,PROJECT_000253,MEMBER_000104,Lead,170,181,2024-07-24,
ASN_000760,PROJECT_000253,MEMBER_000017,Support,130,97,2024-07-24,
ASN_000761,PROJECT_000253,MEMBER_000027,Support,30,174,2024-07-24,
ASN_000762,PROJECT_000254,MEMBER_000037,Support,138,146,2024-09-15,
ASN_000763,PROJECT_000254,MEMBER_000014,Developer,164,46,2024-09-15,
ASN_000764,PROJECT_000254,MEMBER_000079,Developer,179,27,2024-09-15,
ASN_000765,PROJECT_000255,MEMBER_000032,Developer,191,22,2023-08-05,2024-07-13
ASN_000766,PROJECT_000255,MEMBER_000115,Support,162,154,2023-08-05,2024-07-13
ASN_000767,PROJECT_000255,MEMBER_000116,Lead,146,25,2023-08-05,2024-07-13
ASN_000768,PROJECT_000256,MEMBER_000019,Support,104,20,2023-11-25,
ASN_000769,PROJECT_000256,MEMBER_000041,Support,89,57,2023-11-25,
ASN_000770,PROJECT_000256,MEMBER_000129,Lead,112,110,2023-11-25,
ASN_000771,PROJECT_000257,MEMBER_000127,Lead,20,45,2024-08-22,
ASN_000772,PROJECT_000257,MEMBER_000107,Support,139,106,2024-08-22,
ASN_000773,PROJECT_000257,MEMBER_000070,Support,85,234,2024-08-22,
ASN_000774,PROJECT_000258,MEMBER_000105,Lead,147,63,2024-04-26,
ASN_000775,PROJECT_000258,MEMBER_000045,Developer,105,104,2024-04-26,
ASN_000776,PROJECT_000258,MEMBER_000131,Developer,23,151,2024-04-26,
ASN_000777,PROJECT_000259,MEMBER_000044,Developer,96,27,2023-07-30,
ASN_000778,PROJECT_000259,MEMBER_000059,Developer,54,46,2023-07-30,
ASN_000779,PROJECT_000259,MEMBER_000026,Developer,33,149,2023-07-30,
ASN_000780,PROJECT_000260,MEMBER_000046,Developer,144,249,2023-10-07,
ASN_000781,PROJECT_000260,MEMBER_000050,Lead,183,39,2023-10-07,
ASN_000782,PROJECT_000260,MEMBER_000010,Developer,120,118,2023-10-07,
ASN_000783,PROJECT_000261,MEMBER_000057,Support,76,186,2024-08-27,
ASN_000784,PROJECT_000261,MEMBER_000073,Support,97,175,2024-08-27,
ASN_000785,PROJECT_000261,MEMBER_000032,Support,93,159,2024-08-27,
ASN_000786,PROJECT_000262,MEMBER_000010,Lead,156,145,2024-10-21,
ASN_000787,PROJECT_000262,MEMBER_000073,Developer,158,226,2024-10-21,
ASN_000788,PROJECT_000262,MEMBER_000117,Developer,120,67,2024-10-21,
ASN_000789,PROJECT_000263,MEMBER_000013,Developer,188,161,2024-10-19,
ASN_000790,PROJECT_000263,MEMBER_000066,Developer,135,193,2024-10-19,
ASN_000791,PROJECT_000263,MEMBER_000048,Developer,157,168,2024-10-19,
ASN_000792,PROJECT_000264,MEMBER_000132,Lead,149,62,2025-04-25,
ASN_000793,PROJECT_000264,MEMBER_000011,Lead,46,155,2025-04-25,
ASN_000794,PROJECT_000264,MEMBER_000033,Developer,151,64,2025-04-25,
ASN_000795,PROJECT_000265,MEMBER_000081,Lead,198,133,2023-07-14,
ASN_000796,PROJECT_000265,MEMBER_000080,Lead,22,248,2023-07-14,
ASN_000797,PROJECT_000265,MEMBER_000132,Developer,34,37,2023-07-14,
ASN_000798,PROJECT_000266,MEMBER_000021,Lead,134,167,2023-11-13,
ASN_000799,PROJECT_000266,MEMBER_000124,Developer,29,93,2023-11-13,
ASN_000800,PROJECT_000266,MEMBER_000016,Developer,140,19,2023-11-13,
ASN_000801,PROJECT_000267,MEMBER_000081,Support,35,89,2023-11-30,
ASN_000802,PROJECT_000267,MEMBER_000023,Developer,58,165,2023-11-30,
ASN_000803,PROJECT_000267,MEMBER_000031,Support,132,242,2023-11-30,
ASN_000804,PROJECT_000268,MEMBER_000048,Developer,140,127,2024-06-27,2024-09-17
ASN_000805,PROJECT_000268,MEMBER_000124,Developer,165,101,2024-06-27,2024-09-17
ASN_000806,PROJECT_000268,MEMBER_000014,Lead,57,123,2024-06-27,2024-09-17
ASN_000807,PROJECT_000269,MEMBER_000029,Lead,107,113,2025-02-20,
ASN_000808,PROJECT_000269,MEMBER_000038,Lead,126,178,2025-02-20,
ASN_000809,PROJECT_000269,MEMBER_000119,Lead,77,139,2025-02-20,
ASN_000810,PROJECT_000270,MEMBER_000062,Lead,198,15,2024-11-10,
ASN_000811,PROJECT_000270,MEMBER_000018,Developer,57,186,2024-11-10,
ASN_000812,PROJECT_000270,MEMBER_000091,Support,90,131,2024-11-10,
ASN_000813,PROJECT_000271,MEMBER_000050,Lead,83,143,2024-07-06,
ASN_000814,PROJECT_000271,MEMBER_000038,Support,161,48,2024-07-06,
ASN_000815,PROJECT_000271,MEMBER_000077,Support,83,196,2024-07-06,
ASN_000816,PROJECT_000272,MEMBER_000114,Developer,77,126,2024-07-13,
ASN_000817,PROJECT_000272,MEMBER_000006,Support,122,10,2024-07-13,
ASN_000818,PROJECT_000272,MEMBER_000121,Support,114,242,2024-07-13,
ASN_000819,PROJECT_000273,MEMBER_000089,Lead,182,113,2023-11-11,
ASN_000820,PROJECT_000273,MEMBER_000070,Developer,198,149,2023-11-11,
ASN_000821,PROJECT_000273,MEMBER_000095,Lead,156,197,2023-11-11,
ASN_000822,PROJECT_000274,MEMBER_000014,Developer,55,221,2025-03-28,
ASN_000823,PROJECT_000274,MEMBER_000107,Support,159,131,2025-03-28,
ASN_000824,PROJECT_000274,MEMBER_000021,Support,79,72,2025-03-28,
ASN_000825,PROJECT_000275,MEMBER_000065,Support,103,153,2024-01-17,
ASN_000826,PROJECT_000275,MEMBER_000082,Developer,39,25,2024-01-17,
ASN_000827,PROJECT_000275,MEMBER_000032,Support,120,79,2024-01-17,
ASN_000828,PROJECT_000276,MEMBER_000041,Developer,68,230,2023-08-21,
ASN_000829,PROJECT_000276,MEMBER_000033,Lead,149,246,2023-08-21,
ASN_000830,PROJECT_000276,MEMBER_000108,Support,69,101,2023-08-21,
ASN_000831,PROJECT_000277,MEMBER_000108,Support,91,83,2024-05-06,
ASN_000832,PROJECT_000277,MEMBER_000043,Developer,181,198,2024-05-06,
ASN_000833,PROJECT_000277,MEMBER_000111,Lead,161,176,2024-05-06,
ASN_000834,PROJECT_000278,MEMBER_000024,Lead,144,40,2024-01-17,
ASN_000835,PROJECT_000278,MEMBER_000072,Developer,87,149,2024-01-17,
ASN_000836,PROJECT_000278,MEMBER_000059,Developer,145,121,2024-01-17,
ASN_000837,PROJECT_000279,MEMBER_000041,Developer,180,54,2024-02-26,
ASN_000838,PROJECT_000279,MEMBER_000076,Developer,61,131,2024-02-26,
ASN_000839,PROJECT_000279,MEMBER_000043,Support,96,138,2024-02-26,
ASN_000840,PROJECT_000280,MEMBER_000100,Developer,196,79,2023-11-20,
ASN_000841,PROJECT_000280,MEMBER_000077,Support,139,197,2023-11-20,
ASN_000842,PROJECT_000280,MEMBER_000003,Support,77,82,2023-11-20,
ASN_000843,PROJECT_000281,MEMBER_000109,Support,176,190,2023-10-31,2024-03-07
ASN_000844,PROJECT_000281,MEMBER_000063,Lead,188,40,2023-10-31,2024-03-07
ASN_000845,PROJECT_000281,MEMBER_000062,Lead,36,243,2023-10-31,2024-03-07
ASN_000846,PROJECT_000282,MEMBER_000082,Lead,183,90,2025-03-06,
ASN_000847,PROJECT_000282,MEMBER_000131,Support,131,156,2025-03-06,
ASN_000848,PROJECT_000282,MEMBER_000106,Support,125,172,2025-03-06,
ASN_000849,PROJECT_000283,MEMBER_000124,Support,50,226,2024-06-24,
ASN_000850,PROJECT_000283,MEMBER_000079,Lead,79,134,2024-06-24,
ASN_000851,PROJECT_000283,MEMBER_000001,Developer,36,179,2024-06-24,
ASN_000852,PROJECT_000284,MEMBER_000054,Support,155,111,2024-02-28,2024-10-18
ASN_000853,PROJECT_000284,MEMBER_000129,Lead,29,46,2024-02-28,2024-10-18
ASN_000854,PROJECT_000284,MEMBER_000107,Support,117,194,2024-02-28,2024-10-18
ASN_000855,PROJECT_000285,MEMBER_000133,Support,58,130,2024-01-31,
ASN_000856,PROJECT_000285,MEMBER_000108,Developer,96,82,2024-01-31,
ASN_000857,PROJECT_000285,MEMBER_000059,Developer,75,227,2024-01-31,
ASN_000858,PROJECT_000286,MEMBER_000040,Support,68,213,2024-04-30,
ASN_000859,PROJECT_000286,MEMBER_000016,Support,94,75,2024-04-30,
ASN_000860,PROJECT_000286,MEMBER_000126,Support,50,97,2024-04-30,
ASN_000861,PROJECT_000287,MEMBER_000050,Support,95,42,2024-04-07,2025-03-26
ASN_000862,PROJECT_000287,MEMBER_000100,Developer,36,98,2024-04-07,2025-03-26
ASN_000863,PROJECT_000287,MEMBER_000118,Support,82,178,2024-04-07,2025-03-26
ASN_000864,PROJECT_000288,MEMBER_000034,Support,35,69,2023-09-18,
ASN_000865,PROJECT_000288,MEMBER_000064,Support,157,20,2023-09-18,
ASN_000866,PROJECT_000288,MEMBER_000017,Lead,118,91,2023-09-18,
ASN_000867,PROJECT_000289,MEMBER_000016,Developer,21,135,2024-06-01,
ASN_000868,PROJECT_000289,MEMBER_000058,Lead,153,180,2024-06-01,
ASN_000869,PROJECT_000289,MEMBER_000110,Developer,93,94,2024-06-01,
ASN_000870,PROJECT_000290,MEMBER_000060,Lead,182,203,2024-01-12,
ASN_000871,PROJECT_000290,MEMBER_000116,Developer,102,105,2024-01-12,
ASN_000872,PROJECT_000290,MEMBER_000035,Support,44,61,2024-01-12,
ASN_000873,PROJECT_000291,MEMBER_000054,Developer,127,111,2023-10-20,
ASN_000874,PROJECT_000291,MEMBER_000081,Lead,193,132,2023-10-20,
ASN_000875,PROJECT_000291,MEMBER_000060,Developer,68,42,2023-10-20,
ASN_000876,PROJECT_000292,MEMBER_000125,Developer,121,84,2024-10-10,
ASN_000877,PROJECT_000292,MEMBER_000094,Lead,150,34,2024-10-10,
ASN_000878,PROJECT_000292,MEMBER_000055,Developer,124,246,2024-10-10,
ASN_000879,PROJECT_000293,MEMBER_000056,Support,138,13,2023-11-20,
ASN_000880,PROJECT_000293,MEMBER_000072,Developer,75,10,2023-11-20,
ASN_000881,PROJECT_000293,MEMBER_000050,Lead,146,39,2023-11-20,
ASN_000882,PROJECT_000294,MEMBER_000111,Developer,150,43,2025-03-07,2025-12-10
ASN_000883,PROJECT_000294,MEMBER_000070,Lead,26,68,2025-03-07,2025-12-10
ASN_000884,PROJECT_000294,MEMBER_000122,Support,186,221,2025-03-07,2025-12-10
ASN_000885,PROJECT_000295,MEMBER_000002,Developer,176,44,2024-08-24,
ASN_000886,PROJECT_000295,MEMBER_000084,Developer,82,155,2024-08-24,
ASN_000887,PROJECT_000295,MEMBER_000086,Support,43,75,2024-08-24,
ASN_000888,PROJECT_000296,MEMBER_000021,Lead,58,29,2024-12-29,
ASN_000889,PROJECT_000296,MEMBER_000027,Developer,82,125,2024-12-29,
ASN_000890,PROJECT_000296,MEMBER_000028,Lead,46,198,2024-12-29,
ASN_000891,PROJECT_000297,MEMBER_000083,Support,135,228,2024-03-23,
ASN_000892,PROJECT_000297,MEMBER_000028,Developer,51,202,2024-03-23,
ASN_000893,PROJECT_000297,MEMBER_000117,Lead,55,173,2024-03-23,
ASN_000894,PROJECT_000298,MEMBER_000022,Lead,58,166,2024-03-06,
ASN_000895,PROJECT_000298,MEMBER_000124,Lead,162,103,2024-03-06,
ASN_000896,PROJECT_000298,MEMBER_000112,Lead,141,111,2024-03-06,
ASN_000897,PROJECT_000299,MEMBER_000034,Lead,22,64,2024-08-10,2025-03-05
ASN_000898,PROJECT_000299,MEMBER_000115,Support,20,233,2024-08-10,2025-03-05
ASN_000899,PROJECT_000299,MEMBER_000114,Support,97,240,2024-08-10,2025-03-05
ASN_000900,PROJECT_000300,MEMBER_000085,Lead,110,218,2025-01-26,
ASN_000901,PROJECT_000300,MEMBER_000066,Lead,124,44,2025-01-26,
ASN_000902,PROJECT_000300,MEMBER_000000,Lead,92,32,2025-01-26,
ASN_000903,PROJECT_000301,MEMBER_000128,Support,66,37,2023-07-02,
ASN_000904,PROJECT_000301,MEMBER_000116,Support,22,21,2023-07-02,
ASN_000905,PROJECT_000301,MEMBER_000065,Support,114,25,2023-07-02,
ASN_000906,PROJECT_000302,MEMBER_000016,Lead,76,103,2025-01-11,2026-01-05
ASN_000907,PROJECT_000302,MEMBER_000037,Developer,184,33,2025-01-11,2026-01-05
ASN_000908,PROJECT_000302,MEMBER_000020,Developer,87,183,2025-01-11,2026-01-05
ASN_000909,PROJECT_000303,MEMBER_000024,Lead,37,119,2024-11-25,
ASN_000910,PROJECT_000303,MEMBER_000034,Lead,22,216,2024-11-25,
ASN_000911,PROJECT_000303,MEMBER_000043,Developer,183,87,2024-11-25,
ASN_000912,PROJECT_000304,MEMBER_000132,Developer,180,235,2023-11-22,2024-06-12
ASN_000913,PROJECT_000304,MEMBER_000016,Lead,142,22,2023-11-22,2024-06-12
ASN_000914,PROJECT_000304,MEMBER_000019,Developer,164,51,2023-11-22,2024-06-12
ASN_000915,PROJECT_000305,MEMBER_000134,Developer,154,60,2023-06-15,
ASN_000916,PROJECT_000305,MEMBER_000004,Lead,163,211,2023-06-15,
ASN_000917,PROJECT_000305,MEMBER_000130,Support,46,134,2023-06-15,
ASN_000918,PROJECT_000306,MEMBER_000114,Support,70,94,2024-01-02,2024-11-03
ASN_000919,PROJECT_000306,MEMBER_000115,Support,157,209,2024-01-02,2024-11-03
ASN_000920,PROJECT_000306,MEMBER_000012,Lead,83,153,2024-01-02,2024-11-03
ASN_000921,PROJECT_000307,MEMBER_000092,Developer,68,21,2024-01-16,
ASN_000922,PROJECT_000307,MEMBER_000065,Developer,169,135,2024-01-16,
ASN_000923,PROJECT_000307,MEMBER_000111,Lead,176,48,2024-01-16,
ASN_000924,PROJECT_000308,MEMBER_000096,Developer,64,180,2024-06-11,
ASN_000925,PROJECT_000308,MEMBER_000004,Lead,114,20,2024-06-11,
ASN_000926,PROJECT_000308,MEMBER_000110,Support,195,218,2024-06-11,
ASN_000927,PROJECT_000309,MEMBER_000122,Developer,119,162,2023-07-15,
ASN_000928,PROJECT_000309,MEMBER_000045,Lead,60,44,2023-07-15,
ASN_000929,PROJECT_000309,MEMBER_000007,Developer,186,230,2023-07-15,
ASN_000930,PROJECT_000310,MEMBER_000050,Lead,107,215,2023-08-25,
ASN_000931,PROJECT_000310,MEMBER_000112,Lead,61,105,2023-08-25,
ASN_000932,PROJECT_000310,MEMBER_000084,Lead,115,33,2023-08-25,
ASN_000933,PROJECT_000311,MEMBER_000034,Support,71,241,2025-03-26,
ASN_000934,PROJECT_000311,MEMBER_000014,Lead,31,62,2025-03-26,
ASN_000935,PROJECT_000311,MEMBER_000121,Lead,113,221,2025-03-26,
ASN_000936,PROJECT_000312,MEMBER_000117,Lead,91,200,2025-01-22,
ASN_000937,PROJECT_000312,MEMBER_000106,Developer,137,137,2025-01-22,
ASN_000938,PROJECT_000312,MEMBER_000007,Support,77,177,2025-01-22,
ASN_000939,PROJECT_000313,MEMBER_000099,Lead,150,99,2024-03-09,
ASN_000940,PROJECT_000313,MEMBER_000037,Lead,134,147,2024-03-09,
ASN_000941,PROJECT_000313,MEMBER_000085,Lead,27,202,2024-03-09,
ASN_000942,PROJECT_000314,MEMBER_000116,Developer,154,239,2024-06-19,
ASN_000943,PROJECT_000314,MEMBER_000012,Developer,163,143,2024-06-19,
ASN_000944,PROJECT_000314,MEMBER_000108,Support,23,183,2024-06-19,
ASN_000945,PROJECT_000315,MEMBER_000119,Support,162,197,2024-07-22,
ASN_000946,PROJECT_000315,MEMBER_000112,Support,170,154,2024-07-22,
ASN_000947,PROJECT_000315,MEMBER_000121,Developer,113,168,2024-07-22,
ASN_000948,PROJECT_000316,MEMBER_000075,Developer,38,156,2024-12-09,
ASN_000949,PROJECT_000316,MEMBER_000104,Support,160,38,2024-12-09,
ASN_000950,PROJECT_000316,MEMBER_000048,Developer,107,188,2024-12-09,
ASN_000951,PROJECT_000317,MEMBER_000055,Lead,92,194,2023-11-19,2024-08-24
ASN_000952,PROJECT_000317,MEMBER_000081,Developer,142,151,2023-11-19,2024-08-24
ASN_000953,PROJECT_000317,MEMBER_000060,Lead,122,104,2023-11-19,2024-08-24
ASN_000954,PROJECT_000318,MEMBER_000046,Developer,120,105,2023-09-08,2024-06-17
ASN_000955,PROJECT_000318,MEMBER_000112,Developer,197,247,2023-09-08,2024-06-17
ASN_000956,PROJECT_000318,MEMBER_000115,Developer,193,95,2023-09-08,2024-06-17
ASN_000957,PROJECT_000319,MEMBER_000062,Lead,86,199,2024-10-16,2025-08-13
ASN_000958,PROJECT_000319,MEMBER_000122,Developer,155,108,2024-10-16,2025-08-13
ASN_000959,PROJECT_000319,MEMBER_000057,Lead,54,142,2024-10-16,2025-08-13
ASN_000960,PROJECT_000320,MEMBER_000125,Support,172,239,2025-02-02,
ASN_000961,PROJECT_000320,MEMBER_000085,Developer,176,233,2025-02-02,
ASN_000962,PROJECT_000320,MEMBER_000090,Support,133,82,2025-02-02,
ASN_000963,PROJECT_000321,MEMBER_000122,Lead,195,107,2024-04-28,
ASN_000964,PROJECT_000321,MEMBER_000014,Support,122,210,2024-04-28,
ASN_000965,PROJECT_000321,MEMBER_000024,Lead,158,33,2024-04-28,
ASN_000966,PROJECT_000322,MEMBER_000127,Lead,197,203,2023-07-20,
ASN_000967,PROJECT_000322,MEMBER_000004,Developer,171,99,2023-07-20,
ASN_000968,PROJECT_000322,MEMBER_000114,Lead,173,234,2023-07-20,
ASN_000969,PROJECT_000323,MEMBER_000114,Support,48,112,2024-09-25,
ASN_000970,PROJECT_000323,MEMBER_000126,Developer,135,98,2024-09-25,
ASN_000971,PROJECT_000323,MEMBER_000119,Lead,174,62,2024-09-25,
ASN_000972,PROJECT_000324,MEMBER_000045,Developer,72,162,2024-12-09,
ASN_000973,PROJECT_000324,MEMBER_000010,Lead,20,164,2024-12-09,
ASN_000974,PROJECT_000324,MEMBER_000019,Lead,87,98,2024-12-09,
ASN_000975,PROJECT_000325,MEMBER_000045,Support,184,217,2024-02-21,
ASN_000976,PROJECT_000325,MEMBER_000132,Developer,21,41,2024-02-21,
ASN_000977,PROJECT_000325,MEMBER_000033,Lead,59,173,2024-02-21,
ASN_000978,PROJECT_000326,MEMBER_000065,Support,68,163,2024-07-27,2024-09-18
ASN_000979,PROJECT_000326,MEMBER_000082,Lead,140,32,2024-07-27,2024-09-18
ASN_000980,PROJECT_000326,MEMBER_000053,Developer,157,149,2024-07-27,2024-09-18
ASN_000981,PROJECT_000327,MEMBER_000055,Support,56,144,2025-01-28,
ASN_000982,PROJECT_000327,MEMBER_000096,Lead,133,118,2025-01-28,
ASN_000983,PROJECT_000327,MEMBER_000106,Lead,98,45,2025-01-28,
ASN_000984,PROJECT_000328,MEMBER_000034,Support,189,14,2024-02-15,
ASN_000985,PROJECT_000328,MEMBER_000126,Lead,118,59,2024-02-15,
ASN_000986,PROJECT_000328,MEMBER_000092,Developer,129,238,2024-02-15,
ASN_000987,PROJECT_000329,MEMBER_000070,Lead,174,41,2025-01-01,
ASN_000988,PROJECT_000329,MEMBER_000060,Lead,178,240,2025-01-01,
ASN_000989,PROJECT_000329,MEMBER_000056,Support,24,56,2025-01-01,
ASN_000990,PROJECT_000330,MEMBER_000084,Lead,86,13,2024-12-17,
ASN_000991,PROJECT_000330,MEMBER_000128,Support,85,52,2024-12-17,
ASN_000992,PROJECT_000330,MEMBER_000051,Developer,146,152,2024-12-17,
ASN_000993,PROJECT_000331,MEMBER_000109,Developer,42,202,2024-10-29,
ASN_000994,PROJECT_000331,MEMBER_000085,Developer,147,194,2024-10-29,
ASN_000995,PROJECT_000331,MEMBER_000111,Lead,72,51,2024-10-29,
ASN_000996,PROJECT_000332,MEMBER_000010,Support,23,191,2024-04-06,
ASN_000997,PROJECT_000332,MEMBER_000073,Lead,175,105,2024-04-06,
ASN_000998,PROJECT_000332,MEMBER_000044,Developer,36,122,2024-04-06,
ASN_000999,PROJECT_000333,MEMBER_000066,Developer,37,91,2024-06-21,
ASN_001000,PROJECT_000333,MEMBER_000134,Lead,42,48,2024-06-21,
ASN_001001,PROJECT_000333,MEMBER_000055,Developer,178,218,2024-06-21,
ASN_001002,PROJECT_000334,MEMBER_000061,Lead,42,243,2024-08-04,
ASN_001003,PROJECT_000334,MEMBER_000109,Lead,144,65,2024-08-04,
ASN_001004,PROJECT_000334,MEMBER_000035,Developer,148,154,2024-08-04,
ASN_001005,PROJECT_000335,MEMBER_000100,Lead,35,24,2024-06-16,
ASN_001006,PROJECT_000335,MEMBER_000038,Support,134,154,2024-06-16,
ASN_001007,PROJECT_000335,MEMBER_000043,Developer,99,56,2024-06-16,
ASN_001008,PROJECT_000336,MEMBER_000107,Lead,168,95,2024-01-24,
ASN_001009,PROJECT_000336,MEMBER_000045,Support,66,45,2024-01-24,
ASN_001010,PROJECT_000336,MEMBER_000036,Lead,187,63,2024-01-24,
ASN_001011,PROJECT_000337,MEMBER_000055,Developer,173,85,2024-05-01,
ASN_001012,PROJECT_000337,MEMBER_000092,Lead,88,165,2024-05-01,
ASN_001013,PROJECT_000337,MEMBER_000047,Developer,93,177,2024-05-01,
ASN_001014,PROJECT_000338,MEMBER_000086,Lead,65,142,2024-03-31,
ASN_001015,PROJECT_000338,MEMBER_000075,Lead,126,17,2024-03-31,
ASN_001016,PROJECT_000338,MEMBER_000044,Developer,45,79,2024-03-31,
ASN_001017,PROJECT_000339,MEMBER_000110,Lead,37,215,2024-10-27,
ASN_001018,PROJECT_000339,MEMBER_000123,Support,107,72,2024-10-27,
ASN_001019,PROJECT_000339,MEMBER_000104,Developer,65,130,2024-10-27,
ASN_001020,PROJECT_000340,MEMBER_000081,Developer,147,207,2024-12-18,2025-07-20
ASN_001021,PROJECT_000340,MEMBER_000089,Lead,128,234,2024-12-18,2025-07-20
ASN_001022,PROJECT_000340,MEMBER_000103,Lead,191,181,2024-12-18,2025-07-20
ASN_001023,PROJECT_000341,MEMBER_000009,Developer,173,181,2024-03-18,
ASN_001024,PROJECT_000341,MEMBER_000041,Developer,91,108,2024-03-18,
ASN_001025,PROJECT_000341,MEMBER_000095,Developer,85,50,2024-03-18,
ASN_001026,PROJECT_000342,MEMBER_000064,Developer,165,66,2024-08-22,
ASN_001027,PROJECT_000342,MEMBER_000034,Lead,85,167,2024-08-22,
ASN_001028,PROJECT_000342,MEMBER_000113,Lead,126,238,2024-08-22,
